country,residential_structure,residential_content,residential,commercial_structure,commercial_content,commercial,industrial_structure,industrial_content,industrial,unknown_structure,unknown_content,unknown,gdp
Panama,274.083771276,137.041885638,411.125656914,298.46411553599995,298.46411553599995,596.9282310719999,204.33606256799996,306.5040938519999,510.84015641999986,258.96131647199996,233.06518482479999,492.02650129679995,7833.903551
Papua New Guinea,140.496015888,70.248007944,210.74402383199998,160.552852488,160.552852488,321.105704976,116.293980564,174.440970846,290.73495141,139.114282968,125.2028546712,264.3171376392,1382.143749
Paraguay,191.79641980799997,95.89820990399998,287.69462971199994,214.308198396,214.308198396,428.616396792,151.207355484,226.811033226,378.01838871,185.77065790799995,167.19359211719996,352.96425002519993,3100.835119
Peru,231.88496360399995,115.94248180199997,347.8274454059999,255.576976668,255.576976668,511.153953336,177.46018124399998,266.190271866,443.65045310999994,221.64070715999998,199.47663644399998,421.117343604,5075.47667
Philippines,166.141803816,83.070901908,249.212705724,187.57625644799995,187.57625644799995,375.1525128959999,133.95951061199997,200.93926591799996,334.89877652999996,162.559190304,146.3032712736,308.8624615776,2135.918407
Poland,327.973956876,163.986978438,491.960935314,352.551080916,352.551080916,705.102161832,237.73748288399997,356.60622432599996,594.3437072099999,306.08750689199996,275.47875620279996,581.5662630948,12484.07315
Portugal,411.78523284,205.89261642,617.67784926,435.4324254,435.4324254,870.8648508,288.04331260799995,432.0649689119999,720.1082815199999,378.42032376000003,340.578291384,718.998615144,22538.65408
Puerto Rico,437.8902922799999,218.94514613999996,656.83543842,460.98708912,460.98708912,921.97417824,303.37062523199995,455.0559378479999,758.4265630799998,400.74933563999997,360.674402076,761.423737716,26437.99218
Qatar,642.4293268800001,321.21466344000004,963.6439903200001,657.86280408,657.86280408,1315.72560816,419.15588724,628.73383086,1047.8897181,573.1493392799999,515.834405352,1088.9837446319998,71510.15575
Romania,278.14925015999995,139.07462507999998,417.2238752399999,302.56953451199996,302.56953451199996,605.1390690239999,206.889558696,310.334338044,517.22389674,262.536114456,236.2825030104,498.81861746640004,8139.146673
Russian Federation,309.16776931199996,154.58388465599998,463.7516539679999,333.754954596,333.754954596,667.509909192,226.18669625999996,339.28004438999994,565.4667406499999,289.703140056,260.7328260504,550.4359661064,10709.76936
Rwanda,96.82789132799999,48.413945663999996,145.241836992,113.66370208800001,113.66370208800001,227.32740417600002,84.95732768399999,127.43599152599998,212.39331920999996,98.482973688,88.6346763192,187.11765000719998,525.8549278
Samoa,199.994828112,99.997414056,299.99224216799996,222.79483735200003,222.79483735200003,445.58967470400006,156.641027472,234.96154120799997,391.60256868,193.143564324,173.82920789160002,366.9727722156,3456.76966
San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sao Tome and Principe,129.918098988,64.959049494,194.877148482,149.30592991199998,149.30592991199998,298.61185982399996,108.86403567599999,163.296053514,272.16008919,129.36268818,116.42641936199999,245.78910754199998,1127.981667
Saudi Arabia,388.10554019999995,194.05277009999998,582.1583102999999,412.15078187999995,412.15078187999995,824.3015637599999,274.008022092,411.012033138,685.02005523,358.088114736,322.27930326240005,680.3674179984,19326.58255
Senegal,123.961970016,61.980985008,185.94295502399999,142.944281352,142.944281352,285.888562704,104.63904208799998,156.95856313199997,261.59760521999993,123.848431164,111.46358804760001,235.31201921160002,998.5995764
Serbia,237.475727208,118.737863604,356.213590812,261.28931273999996,261.28931273999996,522.5786254799999,181.06223414399997,271.593351216,452.6555853599999,226.609091352,203.9481822168,430.55727356880004,5399.29762
Seychelles,310.641146712,155.320573356,465.96172006800003,335.2304614319999,335.2304614319999,670.4609228639998,227.09553861599997,340.64330792399994,567.7388465399999,290.989048932,261.89014403880003,552.8791929708,10842.77306
Sierra Leone,91.049571252,45.524785626,136.574356878,107.35636640399998,107.35636640399998,214.71273280799997,80.660605932,120.99090889799999,201.65151483,93.02218120799999,83.7199630872,176.74214429519998,448.2215321
Singapore,544.59834156,272.29917078,816.89751234,564.3706733999999,564.3706733999999,1128.7413467999997,364.63493016,546.95239524,911.5873254,491.20131491999996,442.081183428,933.282498348,46569.68843
Sint Maarten (Dutch part),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Slovak Republic,365.25656988,182.62828494,547.88485482,389.58850980000005,389.58850980000005,779.1770196000001,260.337444696,390.506167044,650.8436117399999,338.394174804,304.5547573236,642.9489321276,16509.89667
Slovenia,417.89863835999995,208.94931917999997,626.8479575399999,441.42716016,441.42716016,882.85432032,291.646041552,437.46906232799995,729.1151038799999,383.65728011999994,345.29155210799996,728.9488322279999,23417.64466
Solomon Islands,137.00282662799998,68.50141331399999,205.50423994199997,156.845726244,156.845726244,313.691452488,113.850373788,170.775560682,284.62593447,135.899642232,122.30967800879999,258.20932024079997,1294.692732
Somalia,76.37322599999999,38.186612999999994,114.55983899999998,91.20114316799999,91.20114316799999,182.40228633599997,69.546395412,104.319593118,173.86598852999998,79.04025485999999,71.136229374,150.176484234,284.0
South Africa,264.97205621999996,132.48602810999998,397.4580843299999,289.24680603599995,289.24680603599995,578.4936120719999,198.591346548,297.88701982199996,496.47836636999995,250.93673625599996,225.84306263039997,476.77979888639993,7175.624804
South Sudan,148.003900524,74.001950262,222.005850786,168.49827871199997,168.49827871199997,336.99655742399995,121.514220396,182.271330594,303.78555099,146.00546654399997,131.40491988959997,277.4103864335999,1582.150503
Spain,464.0498978399999,232.02494891999996,696.0748467599999,486.48502979999995,486.48502979999995,972.9700595999999,318.587058756,477.88058813399994,796.46764689,423.040662,380.73659580000003,803.7772578,30736.00228
Sri Lanka,173.772627084,86.886313542,260.658940626,195.556750596,195.556750596,391.113501192,139.130723952,208.696085928,347.82680988000004,169.486700544,152.5380304896,322.0247310336,2400.015575
St. Kitts and Nevis,335.358424836,167.679212418,503.03763725399995,359.9101009439999,359.9101009439999,719.8202018879998,242.244419868,363.366629802,605.6110496699999,312.504315228,281.2538837052,593.7581989332,13226.95231
St. Lucia,262.659799044,131.329899522,393.989698566,286.90414171199996,286.90414171199996,573.8082834239999,197.12863951199998,295.692959268,492.82159877999993,248.89752676799998,224.0077740912,472.9053008592,7014.196449
St. Martin (French part),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
St. Vincent and the Grenadines,250.960692636,125.480346318,376.441038954,275.028064992,275.028064992,550.056129984,189.6965622,284.54484329999997,474.2414054999999,238.561773264,214.7055959376,453.2673692016,6231.713226
Sudan,142.714710288,71.357355144,214.072065432,162.90396604799997,162.90396604799997,325.80793209599994,117.841087224,176.761630836,294.60271806000003,141.15325453199998,127.03792907879998,268.19118361079995,1439.523185
Suriname,280.531999224,140.265999612,420.79799883600003,304.97367599999995,304.97367599999995,609.9473519999999,208.38342621599998,312.57513932399996,520.9585655399999,264.62970046799995,238.16673042119996,502.7964308891999,8321.392197
Swaziland,195.567223644,97.783611822,293.350835466,218.21475769199998,218.21475769199998,436.42951538399996,153.710961516,230.566442274,384.27740379,189.164314296,170.2478828664,359.4121971624,3261.593263
Sweden,568.55507904,284.27753952,852.83261856,587.36945052,587.36945052,1174.73890104,378.11834855999996,567.1775228399999,945.2958713999999,511.3476259199999,460.21286332799997,971.5604892479998,52076.25591
Switzerland,651.8915837999999,325.94579189999996,977.8373756999999,666.8483255999998,666.8483255999998,1333.6966511999997,424.35716724,636.53575086,1060.8929181,581.0323589999999,522.9291231,1103.9614821,74276.71842
Syrian Arab Republic,232.31590441199995,116.15795220599998,348.4738566179999,256.017638988,256.017638988,512.035277976,177.738310224,266.607465336,444.34577556,222.02395120799997,199.82155608719998,421.8455072951999,5100.0
Tajikistan,110.43085013999999,55.215425069999995,165.64627521,128.407839912,128.407839912,256.815679824,94.919142888,142.378714332,237.29785721999997,111.25261097999999,100.12734988199999,211.37996086199996,739.7321918
Tanzania,96.745477968,48.372738984,145.118216952,113.57393839199999,113.57393839199999,227.14787678399998,84.896333208,127.34449981200001,212.24083302000003,98.40524986799998,88.5647248812,186.9699747492,524.6937952
Thailand,227.002067424,113.501033712,340.503101136,250.57977029999998,250.57977029999998,501.15954059999996,174.30306674399998,261.45460011599994,435.7576668599999,217.29496816800003,195.56547135120002,412.86043951920004,4802.662758
Timor-Leste,117.85398696,58.92699348,176.78098044,136.39746978,136.39746978,272.79493956,100.27317203999999,150.40975806,250.6829301,118.17487627199999,106.3573886448,224.5322649168,875.8365693
Togo,95.19644059199999,47.598220295999994,142.79466088799998,111.885712812,111.885712812,223.771425624,83.748362256,125.62254338399998,209.37090564,96.94350521999999,87.249154698,184.192659918,503.161824
Tonga,201.984926904,100.992463452,302.977390356,224.85107750399996,224.85107750399996,449.7021550079999,157.954701852,236.932052778,394.88675463000004,194.930235432,175.4372118888,370.3674473208,3546.77782
Trinidad and Tobago,357.632064072,178.816032036,536.448096108,382.03728227999994,382.03728227999994,764.0745645599999,255.746220444,383.619330666,639.36555111,331.80518894399995,298.62467004959996,630.4298589936,15630.05045
Tunisia,215.79940925999998,107.89970462999999,323.69911389,239.08521337199997,239.08521337199997,478.17042674399994,167.01912072,250.52868107999998,417.5478018,207.30124778399997,186.5711230056,393.8723707895999,4211.356086
Turkey,302.67641502,151.33820751,454.01462253,327.24813891599996,327.24813891599996,654.4962778319999,222.17442253199997,333.26163379799993,555.4360563299999,284.03299216799996,255.62969295119998,539.6626851192,10135.74889
Turkmenistan,219.33293364,109.66646682,328.99940046,242.715355524,242.715355524,485.430711048,169.32286353599997,253.98429530399994,423.30715883999994,210.45705091199997,189.41134582079997,399.86839673279997,4392.719583
Turks and Caicos Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tuvalu,195.03258667199998,97.51629333599999,292.54888000799997,217.66120603200002,217.66120603200002,435.32241206400005,153.35645500799998,230.03468251199996,383.3911375199999,188.68341589199997,169.81507430279999,358.49849019479996,3238.496111
Uganda,92.85620889599998,46.42810444799999,139.28431334399997,109.331426592,109.331426592,218.662853184,82.008476388,123.012714582,205.02119097000002,94.73203727999999,85.25883355199998,179.99087083199998,471.6772799
Ukraine,188.73552448799998,94.36776224399999,283.10328673199996,211.13303184,211.13303184,422.26606368,149.16942273599997,223.75413410399995,372.92355683999995,183.012659676,164.7113937084,347.7240533844,2973.996481
United Arab Emirates,481.8217103999999,240.91085519999996,722.7325655999998,503.7478703999999,503.7478703999999,1007.4957407999998,328.847681232,493.271521848,822.11920308,438.1390872,394.32517848000003,832.46426568,33885.92544
United Kingdom,505.41479928,252.70739964,758.1221989200001,526.5946504799999,526.5946504799999,1053.1893009599999,342.378363492,513.567545238,855.9459087299999,458.1292712399999,412.3163441159999,870.4456153559998,38363.44144
United States,552.64620204,276.32310102,828.9693030600001,572.10471288,572.10471288,1144.20942576,369.17461872,553.76192808,922.9365468,497.97517787999993,448.17766009199994,946.1528379719998,48377.39385
Uruguay,318.089116152,159.044558076,477.13367422799996,342.681519096,342.681519096,685.363038192,231.679517544,347.519276316,579.19879386,297.483384276,267.7350458484,565.2184301243999,11530.6375
Uzbekistan,140.297600556,70.148800278,210.44640083399997,160.34246510399998,160.34246510399998,320.68493020799997,116.15543906399998,174.23315859599995,290.38859765999996,138.931834896,125.0386514064,263.9704863024,1377.08214
Vanuatu,188.53381738800002,94.26690869400001,282.80072608200004,210.923664624,210.923664624,421.847329248,149.034946032,223.552419048,372.58736508,182.83080934799997,164.5477284132,347.37853776119994,2965.75223
"Venezuela, RB",338.577871356,169.288935678,507.866807034,363.11477831999997,363.11477831999997,726.2295566399999,244.20445545599998,366.30668318399995,610.5111386399999,315.299035044,283.7691315396,599.0681665836,13559.1268
Vietnam,138.57366405599998,69.28683202799999,207.86049608399998,158.513601924,158.513601924,317.027203848,114.95042118,172.42563177,287.37605295000003,137.34589572,123.611306148,260.95720186799997,1333.583526
Virgin Islands (U.S.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
West Bank and Gaza,172.049460876,86.024730438,258.074191314,193.756873644,193.756873644,387.513747288,137.966140728,206.94921109199998,344.91535181999996,167.92415841599998,151.1317425744,319.0559009904,2338.719877
"Yemen, Rep.",140.97977261999998,70.48988630999999,211.46965892999998,161.06570845199997,161.06570845199997,322.13141690399993,116.63163057599999,174.94744586399997,291.57907644,139.559037228,125.60313350519999,265.1621707332,1394.532356
Zambia,146.22605946,73.11302973,219.33908918999998,166.61951341199998,166.61951341199998,333.23902682399995,120.28190936399999,180.42286404599997,300.70477341,144.3758274,129.93824466,274.31407206,1533.284355
Zimbabwe,109.471501692,54.735750846,164.207252538,127.37250151199999,127.37250151199999,254.74500302399997,94.223158668,141.334738002,235.55789667,110.355720624,99.3201485616,209.6758691856,723.1646486
Arab World,247.84678681199998,123.92339340599999,371.77018021799995,271.86039208799997,271.86039208799997,543.7207841759999,187.70934074399997,281.56401111599996,469.27335185999993,235.80550655999997,212.22495590399998,448.0304624639999,6032.961957
Caribbean small states,284.469874812,142.234937406,426.70481221800003,308.94368291999996,308.94368291999996,617.8873658399999,210.84794046,316.27191068999997,527.1198511499999,268.087166064,241.27844945759998,509.3656155215999,8628.040548
Central Europe and the Baltics,327.65342511599994,163.82671255799997,491.48013767399993,352.231384824,352.231384824,704.462769648,237.541496436,356.312244654,593.85374109,305.80876879199997,275.2278919128,581.0366607047999,12452.42393
East Asia & Pacific (all income levels),268.967770416,134.483885208,403.451655624,293.2915968,293.2915968,586.5831936,201.114293688,301.671440532,502.78573422,254.45788696799997,229.0120982712,483.46998523919996,7459.925785
East Asia & Pacific (developing only),209.203343388,104.601671694,313.805015082,232.297245468,232.297245468,464.594490936,162.70279164000002,244.05418746000004,406.7569791000001,201.40112681999997,181.26101413799998,382.66214095799995,3885.285375
Euro area,502.59570335999996,251.29785167999998,753.8935550399999,523.86884928,523.86884928,1047.73769856,340.76689578,511.15034367000004,851.9172394500001,455.7438161999999,410.1694345799999,865.9132507799998,37810.39975
Europe & Central Asia (all income levels),417.80869488,208.90434744,626.71304232,441.33900912,441.33900912,882.67801824,291.59309656799996,437.38964485199995,728.9827414199999,383.58026676,345.22224008399996,728.8025068439999,23404.56246
Europe & Central Asia (developing only),250.44035828399998,125.22017914199999,375.66053742599996,274.49894448,274.49894448,548.99788896,189.36476690399996,284.047150356,473.41191725999994,238.10135655599996,214.29122090039996,452.3925774563999,6198.226006
European Union,480.02402159999997,240.01201079999998,720.0360324,502.00378344,502.00378344,1004.00756688,327.812507208,491.718760812,819.53126802,436.61343744,392.952093696,829.565531136,33558.68486
Fragile and conflict affected situations,138.61211630399998,69.30605815199999,207.91817445599997,158.554412388,158.554412388,317.108824776,114.977324484,172.46598672599998,287.44331121,137.38128440399998,123.6431559636,261.0244403676,1334.544411
Heavily indebted poor countries (HIPC),109.5826338,54.7913169,164.3739507,127.49246982,127.49246982,254.98493964,94.30383106800001,141.455746602,235.75957767,110.459644884,99.4136803956,209.8733252796,725.0720456
High income,493.44828119999994,246.72414059999997,740.1724217999999,515.0165147999999,515.0165147999999,1030.0330295999997,335.528197308,503.292295962,838.82049327,447.99766452,403.19789806800003,851.195562588,36049.74575
High income: nonOECD,364.01982119999997,182.00991059999998,546.0297317999999,388.36442664,388.36442664,776.72885328,259.59374301599996,389.39061452399994,648.9843575399999,337.32599695199997,303.59339725679996,640.9193942088,16365.16378
High income: OECD,517.15386288,258.57693144,775.7307943200001,537.93350136,537.93350136,1075.86700272,349.073693388,523.6105400819999,872.68423347,468.0536857199999,421.24831714799996,889.3020028679998,40719.73453
Latin America & Caribbean (all income levels),288.16120162799996,144.08060081399998,432.24180244199994,312.661528416,312.661528416,625.323056832,213.15330648,319.72995972,532.8832662,271.325345508,244.1928109572,515.5181564652,8921.709283
Latin America & Caribbean (developing only),284.357437416,142.178718708,426.53615612399994,308.83038332399997,308.83038332399997,617.6607666479999,210.777646068,316.166469102,526.94411517,267.988488948,241.1896400532,509.1781290012,8619.190138
Least developed countries: UN classification,110.491303572,55.245651786,165.73695535800002,128.47306006799997,128.47306006799997,256.94612013599993,94.96296864,142.44445296,237.40742160000002,111.30911074800001,100.17819967320001,211.48731042120002,740.783932
Low & middle income,198.09919850400001,99.04959925200001,297.148797756,220.83483250799995,220.83483250799995,441.6696650159999,155.387808576,233.081712864,388.46952144,191.440613196,172.2965518764,363.7371650724,3372.353103
Low income,100.106628084,50.053314042,150.15994212599998,117.23044222799999,117.23044222799999,234.46088445599997,87.37742357999998,131.06613536999998,218.44355894999995,101.57149796399999,91.4143481676,192.9858461316,573.3383774
Lower middle income,154.16543559599998,77.08271779799999,231.24815339399998,174.99712262399999,174.99712262399999,349.99424524799997,125.76737465999999,188.65106199,314.41843665,151.643310948,136.4789798532,288.1222908012,1758.870697
Middle East & North Africa (all income levels),263.378894472,131.689447236,395.06834170800005,287.63285238,287.63285238,575.26570476,197.58374607599998,296.37561911399996,493.95936518999997,249.53183096399997,224.57864786759998,474.11047883159995,7064.157652
Middle East & North Africa (developing only),211.642667496,105.821333748,317.464001244,234.80931236399996,234.80931236399996,469.61862472799993,164.301482736,246.45222410399998,410.75370683999995,203.58448754399998,183.22603878959998,386.81052633359997,4003.990437
Middle income,208.123225488,104.061612744,312.184838232,231.184243512,231.184243512,462.368487024,161.99397028799999,242.99095543199996,404.98492572,200.43381308399998,180.39043177559998,380.82424485959996,3833.423532
North America,552.2818208399999,276.14091041999995,828.4227312599999,571.7547172799999,571.7547172799999,1143.5094345599998,368.96930064,553.4539509599999,922.4232516,497.66861303999997,447.901751736,945.5703647759999,48294.6308
Not classified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OECD members,491.57019755999994,245.78509877999997,737.3552963399999,513.19755792,513.19755792,1026.39511584,334.45075176,501.67612764,836.1268794,446.40616896,401.765552064,848.171721024,35694.63064
Other small states,217.19318770799998,108.59659385399999,325.789781562,240.51761064,240.51761064,481.03522128,167.928518844,251.892778266,419.82129711,208.54643907599998,187.69179516839998,396.23823424439996,4282.33261
Pacific island small states,186.91505481599998,93.45752740799999,280.372582224,209.242839888,209.242839888,418.485679776,147.95491013999998,221.93236520999997,369.88727535,181.370934936,163.2338414424,344.6047763784,2900.098166
Small states,234.64884474,117.32442237,351.97326711,258.402186648,258.402186648,516.804373296,179.24259132,268.86388698,448.10647830000005,224.09787423599997,201.68808681239997,425.78596104839994,5234.023815
South Asia,137.148790068,68.574395034,205.723185102,157.00076445599998,157.00076445599998,314.00152891199997,113.95267394399998,170.92901091599998,284.88168485999995,136.034076168,122.43066855120001,258.46474471920004,1298.2767
Sub-Saharan Africa (all income levels),145.70260318799998,72.85130159399999,218.55390478199996,166.06602831599997,166.06602831599997,332.13205663199994,119.91862958399997,179.87794437599996,299.79657395999993,143.895753684,129.5061783156,273.40193199960004,1519.075782
Sub-Saharan Africa (developing only),145.24533179999997,72.62266589999999,217.86799769999996,165.58240744799997,165.58240744799997,331.16481489599994,119.60111505599998,179.40167258399998,299.00278763999995,143.47628478,129.128656302,272.604941082,1506.730202
Upper middle income,247.181478012,123.590739006,370.772217018,271.18322431199994,271.18322431199994,542.3664486239999,187.28425101599996,280.9263765239999,468.2106275399999,235.21631778,211.694686002,446.91100378199997,5991.009883
World,294.910236432,147.455118216,442.365354648,319.45019867999997,319.45019867999997,638.9003973599999,217.356427584,326.03464137599997,543.39106896,277.238954232,249.51505880880003,526.7540130408,9474.35556
